"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","308Q0PEVB8EV53FB5AFBI1OO6JCI9G","A3GLUMB7HM8QQM","Submitted","Fri Dec 14 19:57:24 PST 2018","Fri Dec 14 20:08:15 PST 2018","Mon Dec 17 20:08:15 PST 2018","","","","651","0% (0/0)","0% (0/0)","0% (0/0)","5c147bd7ac15d_LUMB7HM8QQMA3G_16952df29dfc3"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","30BXRYBRP4Y6L4HZS37IW9VK47IWHR","A1UXVLMCA3PBIL","Submitted","Fri Dec 14 19:59:51 PST 2018","Fri Dec 14 20:11:22 PST 2018","Mon Dec 17 20:11:22 PST 2018","","","","691","100% (2/2)","0% (0/0)","0% (0/0)","5c147c5429463_XVLMCA3PBILA1U_1506f373a01ba"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","31JLPPHS2UVJMN1YMWR6BLHOI01O30","A13XO9WBON6FRI","Submitted","Fri Dec 14 19:58:17 PST 2018","Fri Dec 14 20:12:01 PST 2018","Mon Dec 17 20:12:01 PST 2018","","","","824","0% (0/0)","0% (0/0)","0% (0/0)","5c147bdcb2ce0_XO9WBON6FRIA13_4123ba11a2c54"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","31Z0PCVWUKGH0Y7TKPGVICZRMA47TA","A272X64FOZFYLB","Submitted","Fri Dec 14 19:54:15 PST 2018","Fri Dec 14 20:05:31 PST 2018","Mon Dec 17 20:05:31 PST 2018","","","","676","100% (2/2)","100% (2/2)","100% (1/1)","5c147c1a773a8_2X64FOZFYLBA27_bbfcc3f44cfc2"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","333U7HK6I9G334CYZ85DGYMEAJGDJ4","A1MK0PFRB6LFBS","Submitted","Fri Dec 14 19:55:30 PST 2018","Fri Dec 14 20:21:39 PST 2018","Mon Dec 17 20:21:39 PST 2018","","","","1569","0% (0/0)","0% (0/0)","0% (0/0)","5c147df0614b1_K0PFRB6LFBSA1M_c4bf472314acb"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","34MAJL3QP4OFIURG3CCXXNBJ192437","A35WVQAR3KY8M6","Submitted","Fri Dec 14 20:00:06 PST 2018","Fri Dec 14 20:09:22 PST 2018","Mon Dec 17 20:09:22 PST 2018","","","","556","0% (0/0)","0% (0/0)","0% (0/0)","5c147c6384952_WVQAR3KY8M6A35_df74f4fa6bfdb"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","34T446B1C0FMW65YD40WENP0RBEC0F","ASS4LIVDW452F","Submitted","Fri Dec 14 21:59:14 PST 2018","Fri Dec 14 22:08:55 PST 2018","Mon Dec 17 22:08:55 PST 2018","","","","581","0% (0/0)","0% (0/0)","0% (0/0)","5c14984c6234a_4LIVDW452FASS_44c41a8a50c0b"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","354P56DE9K4GLYUEVPB58735KRQ7SL","ACGZDI611LU0I","Submitted","Fri Dec 14 20:17:47 PST 2018","Fri Dec 14 20:21:03 PST 2018","Mon Dec 17 20:21:03 PST 2018","","","","196","100% (3/3)","100% (3/3)","0% (0/0)","5c14807cb9a77_ZDI611LU0IACG_f285d627122be"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","37TRT2X24QSAO7EELCE7L8YE7Y4BJV","AAI3I3PT62PDK","Submitted","Fri Dec 14 19:57:43 PST 2018","Fri Dec 14 20:09:21 PST 2018","Mon Dec 17 20:09:21 PST 2018","","","","698","0% (0/0)","0% (0/0)","0% (0/0)","5c147bc78260b_3I3PT62PDKAAI_0002436935d42"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","38YMOXR4MU0QOFXIWKGEZI6UVT46W2","A2INXY39KBM92F","Submitted","Fri Dec 14 20:10:16 PST 2018","Fri Dec 14 20:20:27 PST 2018","Mon Dec 17 20:20:27 PST 2018","","","","611","0% (0/0)","0% (0/0)","0% (0/0)","5c147ec1d8af8_NXY39KBM92FA2I_7fb1084a06ae3"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","3B2X28YI3WGY0CZ71TKIC4T9LSKB6P","A2QBBJCOCZPTYR","Submitted","Fri Dec 14 19:56:38 PST 2018","Fri Dec 14 20:06:26 PST 2018","Mon Dec 17 20:06:26 PST 2018","","","","588","100% (1/1)","100% (1/1)","0% (0/0)","5c147b8413e0b_BBJCOCZPTYRA2Q_ed2fb5ac91738"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","3B4YI393V9X24WE6JS9G3YZ1757SSX","A1ZOLH6MN0ZH9R","Submitted","Fri Dec 14 20:37:18 PST 2018","Fri Dec 14 21:00:24 PST 2018","Mon Dec 17 21:00:24 PST 2018","","","","1386","0% (0/0)","0% (0/0)","0% (0/0)","5c148519acbdd_OLH6MN0ZH9RA1Z_10313fc0bb85b"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","3C8HJ7UOP7VW7DNFUN72NIXY3W1MZZ","AZXHJOJDNOKY9","Submitted","Fri Dec 14 22:01:16 PST 2018","Fri Dec 14 22:20:42 PST 2018","Mon Dec 17 22:20:42 PST 2018","","","","1166","0% (0/0)","0% (0/0)","0% (0/0)","5c14995a9c824_HJOJDNOKY9AZX_39d7c472e7350"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","3CFJTT4SXTRRRKRIQDHR45XIBTOI74","A29RTM0C6FDCYW","Submitted","Fri Dec 14 19:54:22 PST 2018","Fri Dec 14 20:08:35 PST 2018","Mon Dec 17 20:08:35 PST 2018","","","","853","100% (2/2)","100% (2/2)","0% (0/0)","5c147c6f3269a_RTM0C6FDCYWA29_9199abc31dfa6"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","3CFJTT4SXTRRRKRIQDHR45XIBTP7IU","A2QB9LVY562WG7","Submitted","Fri Dec 14 20:02:02 PST 2018","Fri Dec 14 20:12:05 PST 2018","Mon Dec 17 20:12:05 PST 2018","","","","603","0% (0/0)","0% (0/0)","0% (0/0)","5c147cbff1d51_B9LVY562WG7A2Q_64dd5923320fb"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","3E47SOBEYQXX31MEHUP2KRPWC4FICX","A1X2DPI7Q9QIJK","Submitted","Fri Dec 14 19:54:53 PST 2018","Fri Dec 14 20:02:03 PST 2018","Mon Dec 17 20:02:03 PST 2018","","","","430","100% (1/1)","100% (1/1)","0% (0/0)","5c147b14a04cf_2DPI7Q9QIJKA1X_1dccdccf6ac6a"
"3XUSYT70IT2TEEEINYQ69ABT0EL0DC","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 19:53:56 PST 2018","51","BatchId:3475380;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 19:53:56 PST 2018","","","3E7TUJ2EGCNEXSZPDWE0R48BEE79D8","A190P4JHYVT7VI","Submitted","Fri Dec 14 20:24:54 PST 2018","Fri Dec 14 20:38:12 PST 2018","Mon Dec 17 20:38:12 PST 2018","","","","798","0% (0/0)","0% (0/0)","0% (0/0)","5c14825739309_0P4JHYVT7VIA19_58f3481789f38"
