"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","320DUZ38G7N6FOMP1Y6LMJPBN92GJJ","A1FYWSPNO7KN1O","Submitted","Fri Dec 14 11:53:28 PST 2018","Fri Dec 14 12:00:19 PST 2018","Mon Dec 17 12:00:19 PST 2018","","","","411","100% (1/1)","100% (1/1)","0% (0/0)","5c140af3684b6_YWSPNO7KN1OA1F_546af215ddfe5"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","3300DTYQT2IPHXUBQT06JHGLOOFQE3","A2C7TMRC2QHTIW","Submitted","Fri Dec 14 11:53:21 PST 2018","Fri Dec 14 12:07:29 PST 2018","Mon Dec 17 12:07:29 PST 2018","","","","848","100% (1/1)","100% (1/1)","0% (0/0)","5c140c5892df4_7TMRC2QHTIWA2C_f528d16f5f7ef"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","339ANSOTR53FMZY297608A24HBFIKX","AK467M5VTG7N4","Submitted","Fri Dec 14 13:22:19 PST 2018","Fri Dec 14 13:47:27 PST 2018","Mon Dec 17 13:47:27 PST 2018","","","","1508","0% (0/0)","0% (0/0)","0% (0/0)","5c1423658b4c4_67M5VTG7N4AK4_5fb2b44641938"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","37FMASSAYCSETWU83UT797JEUHLBIL","A214HWAW1PYWO8","Submitted","Fri Dec 14 11:53:22 PST 2018","Fri Dec 14 13:08:02 PST 2018","Mon Dec 17 13:08:02 PST 2018","","","","4480","100% (12/12)","100% (1/1)","0% (0/0)","5c1419de1a37f_4HWAW1PYWO8A21_1bacb22452b90"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","37M28K1J0QE55X9MFYEBQXE8PEWJAH","A21HDRSQA69JOH","Submitted","Fri Dec 14 12:24:50 PST 2018","Fri Dec 14 13:06:52 PST 2018","Mon Dec 17 13:06:52 PST 2018","","","","2522","0% (0/0)","0% (0/0)","0% (0/0)","5c1412cbb37c0_HDRSQA69JOHA21_0ac97f685c094"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","38BQUHLA9W1K8998SEWL7KQUIQVMOP","A2OEDX14YO8EFJ","Submitted","Fri Dec 14 14:37:22 PST 2018","Fri Dec 14 14:52:05 PST 2018","Mon Dec 17 14:52:05 PST 2018","","","","883","100% (2/2)","100% (2/2)","0% (0/0)","5c14336bb69e8_EDX14YO8EFJA2O_c3053cef95c7d"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","38F5OAUN5NDRVPGYKVZ64TW3BEFH7C","A1TE3KFNTR3SLH","Submitted","Fri Dec 14 11:54:15 PST 2018","Fri Dec 14 11:57:14 PST 2018","Mon Dec 17 11:57:14 PST 2018","","","","179","0% (0/0)","0% (0/0)","0% (0/0)","5c140a6f62c7b_E3KFNTR3SLHA1T_7dda523f7b254"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","38JBBYETQOBISS7DSWTTGEFGSYC4EI","A3VAAV7ZCSO7NA","Submitted","Fri Dec 14 17:42:20 PST 2018","Fri Dec 14 18:22:44 PST 2018","Mon Dec 17 18:22:44 PST 2018","","","","2424","0% (0/0)","0% (0/0)","0% (0/0)","5c1464732374a_AAV7ZCSO7NAA3V_5855e2d7bef52"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","39GXDJN2OTF0D4G1ZP8GXUJ7UE28VO","A6SR4BU227GUH","Submitted","Fri Dec 14 14:33:49 PST 2018","Fri Dec 14 14:38:17 PST 2018","Mon Dec 17 14:38:17 PST 2018","","","","268","100% (1/1)","100% (1/1)","0% (0/0)","5c142fdbbc7e4_R4BU227GUHA6S_97550d413043a"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","39RP059MEHU0PFKZO9RZ10QVBQ5BM1","AB5IVPS4OP9M8","Submitted","Fri Dec 14 11:53:23 PST 2018","Fri Dec 14 12:17:43 PST 2018","Mon Dec 17 12:17:43 PST 2018","","","","1460","100% (1/1)","0% (0/0)","0% (0/0)","5c140e3244855_IVPS4OP9M8AB5_d78a3ffd084d7"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","3ATTHHXXWAPL6ZX98QLPY4A6DK9IX1","A272X64FOZFYLB","Submitted","Fri Dec 14 11:53:24 PST 2018","Fri Dec 14 12:06:36 PST 2018","Mon Dec 17 12:06:36 PST 2018","","","","792","100% (1/1)","100% (1/1)","0% (0/0)","5c140c6f02cfb_2X64FOZFYLBA27_83bd83b93dbc8"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","3B3WTRP3DB3RUI19G7UJVLH7HLG29M","A3GEL5PWFIK05S","Submitted","Fri Dec 14 13:52:51 PST 2018","Fri Dec 14 15:20:30 PST 2018","Mon Dec 17 15:20:30 PST 2018","","","","5259","100% (4/4)","0% (0/0)","0% (0/0)","5c1439877e338_EL5PWFIK05SA3G_3e5bc6b4b2b63"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","3C2NJ6JBKAICJK53HHDODMCRMA5N2E","AD4F5FMMTENUP","Submitted","Fri Dec 14 12:07:09 PST 2018","Fri Dec 14 13:05:51 PST 2018","Mon Dec 17 13:05:51 PST 2018","","","","3522","0% (0/0)","0% (0/0)","0% (0/0)","5c141080243f8_F5FMMTENUPAD4_6ee244f650c55"
"3SSN80MU8CP9PAQ3IR10M1TUUT0KXZ","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 11:52:48 PST 2018","50","BatchId:3475121;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 11:52:48 PST 2018","","","3DY4FPOOA1P6V9VXYYEGOBECK5KVRF","AZ8JL3QNIPY4U","Submitted","Fri Dec 14 11:54:14 PST 2018","Fri Dec 14 13:43:16 PST 2018","Mon Dec 17 13:43:16 PST 2018","","","","6542","100% (1/1)","100% (1/1)","0% (0/0)","5c1422aebf593_JL3QNIPY4UAZ8_ebf177547b189"
