"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","32AT8R96GLAIJ96A8X4GIZHPT38SUW","A1Z0IHBMS0UDDY","Submitted","Fri Dec 14 23:05:37 PST 2018","Fri Dec 14 23:10:36 PST 2018","Mon Dec 17 23:10:36 PST 2018","","","","299","0% (0/0)","0% (0/0)","0% (0/0)","5c14a7c506bac_0IHBMS0UDDYA1Z_9a6cbb491b2ad"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","32N49TQG3GJEWS9GWNSUTLP2L4EVAW","A23RZ582BJKDRI","Submitted","Sat Dec 15 00:09:37 PST 2018","Sat Dec 15 00:54:54 PST 2018","Tue Dec 18 00:54:54 PST 2018","","","","2717","0% (0/0)","0% (0/0)","0% (0/0)","5c14b9686ef32_RZ582BJKDRIA23_88035f9fa7d43"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","32ZKVD547FOZ3TCPIRMK51HPC23B37","A3HFVMR2UOUH65","Submitted","Fri Dec 14 23:19:14 PST 2018","Fri Dec 14 23:29:14 PST 2018","Mon Dec 17 23:29:14 PST 2018","","","","600","100% (1/1)","100% (1/1)","100% (1/1)","5c14aaf80790d_FVMR2UOUH66A3H_baba151b768f9"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","3300DTYQT2IPHXUBQT06JHGLPRWQER","A3K1P4SPR8XS7R","Submitted","Fri Dec 14 23:51:36 PST 2018","Sat Dec 15 00:02:14 PST 2018","Tue Dec 18 00:02:14 PST 2018","","","","638","0% (0/0)","0% (0/0)","0% (0/0)","5c14b29e3aa1a_1P4SPR8XS7RA3K_fbe57091c941d"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","33CID57104UBG2Y194BEJ4DUOWIL35","A2V15R69AQ3901","Submitted","Fri Dec 14 23:35:41 PST 2018","Fri Dec 14 23:40:17 PST 2018","Mon Dec 17 23:40:17 PST 2018","","","","276","0% (0/0)","0% (0/0)","0% (0/0)","5c14aedd2b126_15R69AQ3901A2V_fa8ee5f74d466"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","33L7PJKHCGZL0CCCUU81WCVMYVVT87","APPNTU0LE3T9L","Submitted","Fri Dec 14 23:24:43 PST 2018","Fri Dec 14 23:33:00 PST 2018","Mon Dec 17 23:33:00 PST 2018","","","","497","0% (0/0)","0% (0/0)","0% (0/0)","5c14ac3fa7f6e_NTU0LE3T9LAPP_6eab7a48fd535"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","33OOO72IVHMNCF2PB6O6YYR5OMFTCC","A1M4PRLTXVYE9T","Submitted","Fri Dec 14 23:08:43 PST 2018","Fri Dec 14 23:16:05 PST 2018","Mon Dec 17 23:16:05 PST 2018","","","","442","0% (0/0)","0% (0/0)","0% (0/0)","5c14a88048c0e_4PRLTXVYE9TA1M_ab2a599992ed1"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","34FNN24DCMAYUGS462OXS9DAB7GY53","A3908297ZI3LES","Submitted","Sat Dec 15 00:18:04 PST 2018","Sat Dec 15 00:41:43 PST 2018","Tue Dec 18 00:41:43 PST 2018","","","","1419","0% (0/0)","0% (0/0)","0% (0/0)","5c14bb29b1e5f_08297ZI3LESA39_0fe4fa21e6539"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","34QN5IT0TZSKK3FLWSKRC1TH1K3087","A3VLHYQMLNOUL7","Submitted","Sat Dec 15 00:18:22 PST 2018","Sat Dec 15 00:59:46 PST 2018","Tue Dec 18 00:59:46 PST 2018","","","","2484","100% (1/1)","100% (1/1)","0% (0/0)","5c14c03eb37f7_LHYQMLNOUL7A3V_e32d3e304fa44"
"3BDORL6HKKE79GS3HFEA90UYO4ACRO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 14 23:04:21 PST 2018","50","BatchId:3475422;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 17 23:04:21 PST 2018","","","352YTHGROVEUC2YFIX1Z1HCTLF54H2","ABU4N700ROJQ6","Submitted","Fri Dec 14 23:30:06 PST 2018","Fri Dec 14 23:36:25 PST 2018","Mon Dec 17 23:36:25 PST 2018","","","","379","0% (0/0)","0% (0/0)","0% (0/0)","5c14ad889ed38_4N700ROJQ6ABU_87547ee58ad99"
