"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","338JKRMM2609EREWRYBQEKYTDSNHAI","AU2C0Q45DVGJO","Submitted","Sat Dec 15 15:22:55 PST 2018","Sat Dec 15 15:39:40 PST 2018","Tue Dec 18 15:39:40 PST 2018","","","","1005","100% (3/3)","100% (1/1)","100% (1/1)","5c158f5fc4773_C0Q45DVGJOAU2_c624e63e90db0"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","33M4IA01QG2YZY0SYDFYCWBX1MTXRY","A1FZUX5NRB7JSK","Submitted","Sat Dec 15 15:16:12 PST 2018","Sat Dec 15 15:25:20 PST 2018","Tue Dec 18 15:25:20 PST 2018","","","","548","100% (2/2)","100% (2/2)","100% (2/2)","5c158b438940b_ZUX5NRB7JSKA1F_537ebfa901f8a"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","34BBWHLWHAC6HZSJYLP3WLWZ5O4IWM","A82Q1HS5CPZ5I","Submitted","Sat Dec 15 15:22:36 PST 2018","Sat Dec 15 15:30:22 PST 2018","Tue Dec 18 15:30:22 PST 2018","","","","466","0% (0/0)","0% (0/0)","0% (0/0)","5c158cc8a8d3b_Q1HS5CPZ5IA82_81d1b99353165"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","36U2A8VAG101CZD7DPS3UYWS80TYKC","A1ON7063MX4B6","Submitted","Sat Dec 15 15:19:16 PST 2018","Sat Dec 15 15:35:34 PST 2018","Tue Dec 18 15:35:34 PST 2018","","","","978","100% (1/1)","100% (1/1)","100% (1/1)","5c158c83092ba_N7063MX4B6A1O_4d585eb7c4b9c"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","373ERPL3YO9RIHR8T3E1NTQROQMTRS","AG1BNU31ZP490","Submitted","Sat Dec 15 17:02:26 PST 2018","Sat Dec 15 17:14:29 PST 2018","Tue Dec 18 17:14:29 PST 2018","","","","723","100% (1/1)","0% (0/0)","0% (0/0)","5c15a457d6c9a_BNU31ZP490AG1_4296a4cf392c8"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","37ZHEEHM6WNC1H9Z5AA40ZVTTFZ376","A2ZX7580NVWA6I","Rejected","Sat Dec 15 15:16:41 PST 2018","Sat Dec 15 15:43:20 PST 2018","Tue Dec 18 15:43:20 PST 2018","","Sat Dec 15 16:15:23 PST 2018","entered mturk ID instead of surveycode","1599","50% (1/2)","0% (0/1)","0% (0/1)","A2ZX7580NVWA6I"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","38BQUHLA9W1K8998SEWL7KQUJVPOMW","A31CFLAZDGZ3GP","Submitted","Sat Dec 15 15:18:55 PST 2018","Sat Dec 15 15:26:49 PST 2018","Tue Dec 18 15:26:49 PST 2018","","","","474","0% (0/0)","0% (0/0)","0% (0/0)","5c158be1d82a4_CFLAZDGZ3GPA31_04cfee8a04d24"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","392CY0QWG1SU8X9ZOFJK1TD8LV6I41","A2HFJ51ES00ZU","Submitted","Sat Dec 15 15:26:10 PST 2018","Sat Dec 15 15:43:47 PST 2018","Tue Dec 18 15:43:47 PST 2018","","","","1057","0% (0/0)","0% (0/0)","0% (0/0)","5c158daeaf0ca_FJ51ES00ZUA2H_2410caed5a12e"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","39LOEL67OS6G1VEIFF2AEZRO4Z538T","A1TKMDI890M1DE","Submitted","Sat Dec 15 15:16:47 PST 2018","Sat Dec 15 15:23:03 PST 2018","Tue Dec 18 15:23:03 PST 2018","","","","376","100% (1/1)","0% (0/0)","0% (0/0)","5c158b63d5bde_KMDI890M1DEA1T_b07b37d04c2a2"
"385MDVINFCGZPQFVQ152J3FA63OJW2","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 15 15:15:38 PST 2018","52","BatchId:3475786;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 18 15:15:38 PST 2018","","","39O5D9O87TTIDY4VWRIFGLN7UQQ3CZ","A6SR4BU227GUH","Submitted","Sat Dec 15 15:17:06 PST 2018","Sat Dec 15 15:41:48 PST 2018","Tue Dec 18 15:41:48 PST 2018","","","","1482","100% (3/3)","100% (3/3)","100% (2/2)","5c158dcc953fd_R4BU227GUHA6S_c84c72859f4ab"
