"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","3018Q3ZVOIRM3LSZN3NKSO0ZX80RAF","A6SR4BU227GUH","Approved","Sat Dec 01 14:26:28 PST 2018","Sat Dec 01 14:42:54 PST 2018","Tue Dec 04 14:42:54 PST 2018","Sat Dec 01 20:51:56 PST 2018","","","986","100% (1/1)","100% (1/1)","100% (1/1)","5c030aa2b3189_R4BU227GUHA6S_47befbf8bcbe5"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","30LB5CDZNCBZ4ZG85IK4PLQLX3V0ZE","A3G5OWGKHW6OL5","Approved","Sat Dec 01 11:54:51 PST 2018","Sat Dec 01 12:02:51 PST 2018","Tue Dec 04 12:02:51 PST 2018","Sat Dec 01 20:51:56 PST 2018","","","480","100% (1/1)","100% (1/1)","100% (1/1)","5c02e70e5e5eb_5OWGKHW6OL5A3G_da63992769070"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","317HQ483I7TGU5J56KYG02J89J0NIB","A1BJYZXTAPXNP4","Approved","Sat Dec 01 11:26:05 PST 2018","Sat Dec 01 11:33:01 PST 2018","Tue Dec 04 11:33:01 PST 2018","Sat Dec 01 20:51:56 PST 2018","","","416","100% (1/1)","100% (1/1)","100% (1/1)","5c02e054f1d17_JYZXTAPXNP4A1B_94de3578dd217"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","31Q0U3WYDPGGREVKI6WLC6GWS2J17L","AAQREZOK13OV7","Approved","Sat Dec 01 11:17:09 PST 2018","Sat Dec 01 12:37:43 PST 2018","Tue Dec 04 12:37:43 PST 2018","Sat Dec 01 20:51:56 PST 2018","","","4834","100% (2/2)","100% (1/1)","100% (1/1)","5c02f0663ed2b_REZOK13OV7AAQ_2dad81241be10"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","32M8BPYGATNAKD2JJGLLAIAB87PIG9","A2VN8Q8X7WWIM","Approved","Sat Dec 01 13:20:22 PST 2018","Sat Dec 01 13:27:16 PST 2018","Tue Dec 04 13:27:16 PST 2018","Sat Dec 01 20:51:56 PST 2018","","","414","100% (2/2)","100% (1/1)","100% (1/1)","5c02fb1e661f8_N8Q8X7WWIMA2V_69e7d051e7153"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","33PPO7FECVG78TSSHQKD4X7EVFBID1","A2PKA1OBYUJOFE","Approved","Sat Dec 01 13:48:12 PST 2018","Sat Dec 01 13:58:13 PST 2018","Tue Dec 04 13:58:13 PST 2018","Sat Dec 01 20:51:57 PST 2018","","","601","100% (1/1)","100% (1/1)","100% (1/1)","5c0301a291908_KA1OBYUJOFEA2P_1cede3faa74f2"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","34HJIJKLP5XZU3TZNMI3GI32Q424VV","A26T6O5EFR54A9","Approved","Sat Dec 01 11:26:23 PST 2018","Sat Dec 01 11:33:09 PST 2018","Tue Dec 04 11:33:09 PST 2018","Sat Dec 01 20:51:57 PST 2018","","","406","100% (2/2)","100% (1/1)","100% (1/1)","5c02e0689816e_T6O5EFR54A9A26_d46314e9a5fde"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","34S9DKFK73Q2K5YAA2KJMQDWZ2XNYG","A25R2OI9L2Q1OW","Approved","Sat Dec 01 11:17:13 PST 2018","Sat Dec 01 13:07:28 PST 2018","Tue Dec 04 13:07:28 PST 2018","Sat Dec 01 20:51:57 PST 2018","","","6615","100% (2/2)","100% (1/1)","100% (1/1)","5c02f5518c2d9_R20I9L2Q10WA25_4cb58f62f9442"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","34YB12FSQYPWGWSA4VJD2BHSPGCGMQ","A16JWEMJYB2YMZ","Approved","Sat Dec 01 14:05:15 PST 2018","Sat Dec 01 14:36:41 PST 2018","Tue Dec 04 14:36:41 PST 2018","Sat Dec 01 20:51:57 PST 2018","","","1886","100% (1/1)","100% (1/1)","100% (1/1)","5c030bdd48eb3_JWEMJYB2YMZA16_aede0624a7432"
"3B286OTISEI2IDCSPW9A1EIJDP4AJA","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Sat Dec 01 11:16:53 PST 2018","50","BatchId:3456438;OriginalHitTemplateId:920937340;","7200","259200","Tue Dec 04 11:16:53 PST 2018","","","35USIKEBNRH01LO44JPR3ZT30SKN6W","A23442UHTO5VOI","Approved","Sat Dec 01 14:10:50 PST 2018","Sat Dec 01 14:25:25 PST 2018","Tue Dec 04 14:25:25 PST 2018","Sat Dec 01 20:51:57 PST 2018","","","875","100% (1/1)","100% (1/1)","100% (1/1)","5c0306f4819a1_442UHTO5VOIA23_5bf06acc3974b"
