"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","3137ONMDKG6Y480XNXVUP3CG7ZAEGF","A3KIX6XM15SM7G","Submitted","Tue Dec 12 19:42:48 PST 2017","Tue Dec 12 20:10:39 PST 2017","Fri Dec 15 20:10:39 PST 2017","","","","1671","0% (0/0)","0% (0/0)","0% (0/0)","5a30a1d0b1b91_56ae28a9d8fb9"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","32KTQ2V7RDGH1M52QPD3AUV2CO6M9L","A1IM6TFN3AAMBY","Submitted","Tue Dec 12 19:41:57 PST 2017","Tue Dec 12 20:00:33 PST 2017","Fri Dec 15 20:00:33 PST 2017","","","","1116","0% (0/0)","0% (0/0)","0% (0/0)","5a30a18b54538_67650ed2bd581"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","35BLDD71I6YFX0HO8F8TAEG8IKCVZW","A1TQ7UQSSQP7BD","Submitted","Tue Dec 12 20:44:28 PST 2017","Tue Dec 12 21:39:30 PST 2017","Fri Dec 15 21:39:30 PST 2017","","","","3302","67% (2/3)","100% (2/2)","0% (0/0)","5a30b8ea97806_0861370620b7d"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","36W0OB37HWFAFZM43QRPVDPZA59HZ0","A3JSI5WV5EJ602","Submitted","Tue Dec 12 22:55:28 PST 2017","Tue Dec 12 23:21:29 PST 2017","Fri Dec 15 23:21:29 PST 2017","","","","1561","0% (0/0)","0% (0/0)","0% (0/0)","5a30cee8dac6a_388722afd9ef3"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","36ZN444YTRZYCQJH7ZYTFRJAQE8OIL","A3R21SX5YC8M77","Submitted","Tue Dec 12 19:42:32 PST 2017","Tue Dec 12 19:59:34 PST 2017","Fri Dec 15 19:59:34 PST 2017","","","","1022","0% (0/0)","0% (0/0)","0% (0/0)","5a30a1bc598ce_76aef0f99e7b8"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","378XPAWRUCE9AMPGXGTBEWZ51X4AI8","AFSDA0Z8LWME9","Submitted","Tue Dec 12 19:43:59 PST 2017","Tue Dec 12 20:14:01 PST 2017","Fri Dec 15 20:14:01 PST 2017","","","","1802","0% (0/0)","0% (0/0)","0% (0/0)","5a30a5c4ead67_64ebbfc93aaa8"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","37TRT2X24QSAO7EELCE7L8YBWUEJBO","A3C2PSZEKN8OWD","Submitted","Tue Dec 12 19:41:46 PST 2017","Tue Dec 12 20:30:34 PST 2017","Fri Dec 15 20:30:34 PST 2017","","","","2928","100% (1/1)","100% (1/1)","100% (1/1)","5a30a17ff12de_ab19094f82a49"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","392CY0QWG1SU8X9ZOFJK1TD59N84IR","A2S834OHCORO1W","Submitted","Tue Dec 12 19:42:13 PST 2017","Tue Dec 12 20:42:47 PST 2017","Fri Dec 15 20:42:47 PST 2017","","","","3634","0% (0/0)","0% (0/0)","0% (0/0)","5a30a8f317d28_572c472b0d911"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","3A7Y0R2P2OPH1AHFQ86PA5P3FX2JXX","A366TZDVJK02PN","Submitted","Tue Dec 12 19:43:24 PST 2017","Tue Dec 12 20:08:23 PST 2017","Fri Dec 15 20:08:23 PST 2017","","","","1499","0% (0/0)","0% (0/0)","0% (0/0)","5a30a1dedcdff_18d64c1dac0d7"
"3FVBZG9CLJFAQUJK9U9W0VQR1YXH0E","3DQQATL6OSFBB5KOS5KZXPA7IE3I4F","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn","robot, human-robot interaction, dialog","$1.00","Tue Dec 12 19:41:24 PST 2017","30","BatchId:3046360;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 15 19:41:24 PST 2017","","","3CP1TO84PT28TVZXDHH2J5C2KNA25N","A32Y9JC775LYLV","Submitted","Tue Dec 12 20:22:22 PST 2017","Tue Dec 12 20:34:43 PST 2017","Fri Dec 15 20:34:43 PST 2017","","","","741","100% (4/4)","100% (4/4)","100% (2/2)","5a30ab01739e3_91efeebbb07d8"
